--------------------------------------------------
Experiment results
--------------------------------------------------
out/ws13/MCE-3_lcom_ws13/oracle_results.csv
2023-09-18 10:17:42
"test_miou, 0.695"
"test_macc, 0.823"
"test_oacc, 0.893"
"frequent_cls_acc, 0.906"
"common_cls_acc, 0.927"
"rare_cls_acc, 0.911"
"        test_acc_Background, 0.0"
"        test_acc_Bedrock, 0.865"
"        test_acc_Bedrockwith grass, 0.853"
"        test_acc_Large blocks, 0.975"
"        test_acc_Large blocks with grass, 0.847"
"        test_acc_Scree, 0.868"
"        test_acc_Scree with grass, 0.933"
"        test_acc_Water, 0.996"
"        test_acc_Forest, 0.965"
"        test_acc_Glacier, 0.927"
--------------------------------------------------
Experiment results
metrics for expert 0
--------------------------------------------------
out/ws13/MCE-3_lcom_ws13/oracle_results.csv
2023-09-18 10:17:42
"test_miou, 0.52"
"test_macc, 0.586"
"test_oacc, 0.881"
"frequent_cls_acc, 0.906"
"common_cls_acc, 0.592"
"rare_cls_acc, 0.23"
"        test_acc_Background, 0.0"
"        test_acc_Bedrock, 0.865"
"        test_acc_Bedrockwith grass, 0.409"
"        test_acc_Large blocks, 0.461"
"        test_acc_Large blocks with grass, 0.0"
"        test_acc_Scree, 0.868"
"        test_acc_Scree with grass, 0.426"
"        test_acc_Water, 0.94"
"        test_acc_Forest, 0.965"
"        test_acc_Glacier, 0.927"
--------------------------------------------------
Experiment results
metrics for expert 1
--------------------------------------------------
out/ws13/MCE-3_lcom_ws13/oracle_results.csv
2023-09-18 10:17:42
"test_miou, 0.037"
"test_macc, 0.437"
"test_oacc, 0.081"
"frequent_cls_acc, 0.054"
"common_cls_acc, 0.927"
"rare_cls_acc, 0.682"
"        test_acc_Background, 0.006"
"        test_acc_Bedrock, 0.056"
"        test_acc_Bedrockwith grass, 0.853"
"        test_acc_Large blocks, 0.903"
"        test_acc_Large blocks with grass, 0.461"
"        test_acc_Scree, 0.059"
"        test_acc_Scree with grass, 0.933"
"        test_acc_Water, 0.996"
"        test_acc_Forest, 0.059"
"        test_acc_Glacier, 0.041"
--------------------------------------------------
Experiment results
metrics for expert 2
--------------------------------------------------
out/ws13/MCE-3_lcom_ws13/oracle_results.csv
2023-09-18 10:17:42
"test_miou, 0.03"
"test_macc, 0.239"
"test_oacc, 0.095"
"frequent_cls_acc, 0.092"
"common_cls_acc, 0.05"
"rare_cls_acc, 0.911"
"        test_acc_Background, 0.051"
"        test_acc_Bedrock, 0.119"
"        test_acc_Bedrockwith grass, 0.115"
"        test_acc_Large blocks, 0.975"
"        test_acc_Large blocks with grass, 0.847"
"        test_acc_Scree, 0.088"
"        test_acc_Scree with grass, 0.03"
"        test_acc_Water, 0.004"
"        test_acc_Forest, 0.079"
"        test_acc_Glacier, 0.08"
